id,cod_autor,nome_autor,partido,uf,ano,tipo_emenda,funcao,funcao_nome,subfuncao,subfuncao_nome,valor_empenhado,valor_pago,descricao
257,178954,Lucio Mosquini,MDB,RO,2021,Comissao,13,Cultura,782,Transporte Rodoviario,2227414.08,1615545.73,Emenda comissao de Lucio Mosquini (MDB/RO) para Cultura - Transporte Rodoviario em 2021
258,160161,Marcelo Queiroz,PP,RJ,2020,Individual,10,Saude,361,Ensino Fundamental,9712926.85,5376157.54,Emenda individual de Marcelo Queiroz (PP/RJ) para Saude - Ensino Fundamental em 2020
259,221378,Reginete Bispo,PT,RS,2021,Bancada,10,Saude,122,Administracao Geral,14237470.59,7978811.85,Emenda bancada de Reginete Bispo (PT/RS) para Saude - Administracao Geral em 2021
260,74052,Bosco Costa,PL,SE,2024,Individual,20,Agricultura,361,Ensino Fundamental,4784343.08,2368646.14,Emenda individual de Bosco Costa (PL/SE) para Agricultura - Ensino Fundamental em 2024
261,141408,Cleber Verde,REPUBLICANOS,MA,2021,Individual,10,Saude,181,Policiamento,5866111.96,4066218.09,Emenda individual de Cleber Verde (REPUBLICANOS/MA) para Saude - Policiamento em 2021
262,220551,Franciane Bayer,REPUBLICANOS,RS,2023,Individual,04,Administracao,364,Ensino Superior,9216970.02,7242570.14,Emenda individual de Franciane Bayer (REPUBLICANOS/RS) para Administracao - Ensino Superior em 2023
263,204453,Natália Bonavides,PT,RN,2021,Comissao,08,Assistencia Social,302,Assistencia Hospitalar,6835436.01,6350634.91,Emenda comissao de Natália Bonavides (PT/RN) para Assistencia Social - Assistencia Hospitalar em 2021
264,150418,Márcio Marinho,REPUBLICANOS,BA,2022,Bancada,12,Educacao,511,Saneamento Basico Rural,10672153.25,7310403.67,Emenda bancada de Márcio Marinho (REPUBLICANOS/BA) para Educacao - Saneamento Basico Rural em 2022
265,129618,Gorete Pereira,MDB,CE,2021,Bancada,26,Transporte,452,Servicos Urbanos,13917134.41,10387610.17,Emenda bancada de Gorete Pereira (MDB/CE) para Transporte - Servicos Urbanos em 2021
266,74253,Julio Lopes,PP,RJ,2020,Comissao,16,Habitacao,362,Ensino Medio,11901778.54,5542840.71,Emenda comissao de Julio Lopes (PP/RJ) para Habitacao - Ensino Medio em 2020
267,204449,Nelson Barbudo,PL,MT,2024,Individual,10,Saude,365,Educacao Infantil,7064347.01,6980340.41,Emenda individual de Nelson Barbudo (PL/MT) para Saude - Educacao Infantil em 2024
268,204355,Da Vitoria,PP,ES,2020,Individual,20,Agricultura,302,Assistencia Hospitalar,14993966.15,12043284.99,Emenda individual de Da Vitoria (PP/ES) para Agricultura - Assistencia Hospitalar em 2020
269,178860,Paulo Azi,UNIÃO,BA,2023,Bancada,18,Gestao Ambiental,511,Saneamento Basico Rural,1198885.62,1175706.14,Emenda bancada de Paulo Azi (UNIÃO/BA) para Gestao Ambiental - Saneamento Basico Rural em 2023
270,204374,Bia Kicis,PL,DF,2024,Individual,27,Desporto e Lazer,512,Saneamento Basico Urbano,13181606.26,11154064.97,Emenda individual de Bia Kicis (PL/DF) para Desporto e Lazer - Saneamento Basico Urbano em 2024
271,227991,Dr Flávio,PL,RJ,2023,Individual,04,Administracao,361,Ensino Fundamental,13036353.25,11497718.94,Emenda individual de Dr Flávio (PL/RJ) para Administracao - Ensino Fundamental em 2023
272,204553,Pastor Sargento Isidório,AVANTE,BA,2021,Individual,06,Seguranca Publica,364,Ensino Superior,14027593.77,6422242.02,Emenda individual de Pastor Sargento Isidório (AVANTE/BA) para Seguranca Publica - Ensino Superior em 2021
273,74160,Patrus Ananias,PT,MG,2020,Individual,26,Transporte,452,Servicos Urbanos,9562350.66,6555842.34,Emenda individual de Patrus Ananias (PT/MG) para Transporte - Servicos Urbanos em 2020
274,220590,Coronel Ulysses,UNIÃO,AC,2024,Individual,15,Urbanismo,364,Ensino Superior,7588339.86,3172268.53,Emenda individual de Coronel Ulysses (UNIÃO/AC) para Urbanismo - Ensino Superior em 2024
275,204362,Ricardo Guidi,PSD,SC,2024,Bancada,06,Seguranca Publica,361,Ensino Fundamental,9116569.73,8111659.39,Emenda bancada de Ricardo Guidi (PSD/SC) para Seguranca Publica - Ensino Fundamental em 2024
276,74084,Raimundo Santos,PSD,PA,2020,Individual,10,Saude,452,Servicos Urbanos,14233348.12,11951965.28,Emenda individual de Raimundo Santos (PSD/PA) para Saude - Servicos Urbanos em 2020
277,220534,Fred Linhares,REPUBLICANOS,DF,2024,Individual,15,Urbanismo,362,Ensino Medio,9620968.76,6240416.66,Emenda individual de Fred Linhares (REPUBLICANOS/DF) para Urbanismo - Ensino Medio em 2024
278,160604,Pedro Uczai,PT,SC,2022,Individual,26,Transporte,244,Assistencia Comunitaria,12089853.5,9423963.29,Emenda individual de Pedro Uczai (PT/SC) para Transporte - Assistencia Comunitaria em 2022
279,204408,Gustinho Ribeiro,REPUBLICANOS,SE,2020,Individual,27,Desporto e Lazer,302,Assistencia Hospitalar,6292764.02,3933666.64,Emenda individual de Gustinho Ribeiro (REPUBLICANOS/SE) para Desporto e Lazer - Assistencia Hospitalar em 2020
280,214694,Jorge Goetten,PL,SC,2022,Comissao,20,Agricultura,361,Ensino Fundamental,4857814.25,4817088.08,Emenda comissao de Jorge Goetten (PL/SC) para Agricultura - Ensino Fundamental em 2022
281,204472,José Medeiros,PL,MT,2022,Individual,18,Gestao Ambiental,361,Ensino Fundamental,1682140.61,789288.13,Emenda individual de José Medeiros (PL/MT) para Gestao Ambiental - Ensino Fundamental em 2022
282,220666,Coronel Meira,PL,PE,2021,Individual,26,Transporte,512,Saneamento Basico Urbano,854018.85,821369.22,Emenda individual de Coronel Meira (PL/PE) para Transporte - Saneamento Basico Urbano em 2021
283,204455,Luiz Lima,PL,RJ,2021,Bancada,08,Assistencia Social,452,Servicos Urbanos,14012897.88,11277438.69,Emenda bancada de Luiz Lima (PL/RJ) para Assistencia Social - Servicos Urbanos em 2021
284,212625,Dr. Gonçalo,PODE,MA,2023,Comissao,04,Administracao,361,Ensino Fundamental,7055545.25,6458314.26,Emenda comissao de Dr. Gonçalo (PODE/MA) para Administracao - Ensino Fundamental em 2023
285,229939,Newton Bonin,UNIÃO,PR,2023,Individual,10,Saude,302,Assistencia Hospitalar,14503630.8,6535351.93,Emenda individual de Newton Bonin (UNIÃO/PR) para Saude - Assistencia Hospitalar em 2023
286,204563,Josimar Maranhãozinho,PL,MA,2022,Individual,10,Saude,301,Atencao Basica,13246858.2,10040880.41,Emenda individual de Josimar Maranhãozinho (PL/MA) para Saude - Atencao Basica em 2022
287,220550,Mauricio Marcon,PODE,RS,2020,Bancada,26,Transporte,782,Transporte Rodoviario,6520823.76,5984283.94,Emenda bancada de Mauricio Marcon (PODE/RS) para Transporte - Transporte Rodoviario em 2020
288,204497,Júnior Ferrari,PSD,PA,2022,Individual,04,Administracao,451,Infraestrutura Urbana,862249.54,597773.3,Emenda individual de Júnior Ferrari (PSD/PA) para Administracao - Infraestrutura Urbana em 2022
289,228797,Júlio Oliveira,PP,TO,2020,Individual,16,Habitacao,364,Ensino Superior,6810280.27,4664360.7,Emenda individual de Júlio Oliveira (PP/TO) para Habitacao - Ensino Superior em 2020
290,204376,Coronel Armando,PP,SC,2023,Individual,06,Seguranca Publica,302,Assistencia Hospitalar,14803136.2,10221303.34,Emenda individual de Coronel Armando (PP/SC) para Seguranca Publica - Assistencia Hospitalar em 2023
291,204497,Júnior Ferrari,PSD,PA,2021,Bancada,04,Administracao,361,Ensino Fundamental,6080667.56,1995543.96,Emenda bancada de Júnior Ferrari (PSD/PA) para Administracao - Ensino Fundamental em 2021
292,107970,Ana Paula Leão,PP,MG,2022,Bancada,06,Seguranca Publica,181,Policiamento,7838057.38,3168601.05,Emenda bancada de Ana Paula Leão (PP/MG) para Seguranca Publica - Policiamento em 2022
293,160642,Pastor Eurico,PL,PE,2024,Individual,06,Seguranca Publica,365,Educacao Infantil,5955023.36,4356399.37,Emenda individual de Pastor Eurico (PL/PE) para Seguranca Publica - Educacao Infantil em 2024
294,178964,Heitor Schuch,PSB,RS,2024,Bancada,20,Agricultura,365,Educacao Infantil,8031863.47,6394309.99,Emenda bancada de Heitor Schuch (PSB/RS) para Agricultura - Educacao Infantil em 2024
295,178964,Heitor Schuch,PSB,RS,2020,Individual,27,Desporto e Lazer,452,Servicos Urbanos,10139715.25,9997035.48,Emenda individual de Heitor Schuch (PSB/RS) para Desporto e Lazer - Servicos Urbanos em 2020
296,220633,Ricardo Salles,PL,SP,2020,Individual,26,Transporte,511,Saneamento Basico Rural,4056403.51,3078460.12,Emenda individual de Ricardo Salles (PL/SP) para Transporte - Saneamento Basico Rural em 2020
297,73788,Ricardo Barros,PP,PR,2020,Individual,20,Agricultura,362,Ensino Medio,2640629.72,1954904.84,Emenda individual de Ricardo Barros (PP/PR) para Agricultura - Ensino Medio em 2020
298,220600,Lebrão,UNIÃO,RO,2021,Individual,06,Seguranca Publica,452,Servicos Urbanos,14228257.04,5363012.32,Emenda individual de Lebrão (UNIÃO/RO) para Seguranca Publica - Servicos Urbanos em 2021
299,178972,Alex Manente,CIDADANIA,SP,2023,Individual,27,Desporto e Lazer,365,Educacao Infantil,10388453.89,6100766.92,Emenda individual de Alex Manente (CIDADANIA/SP) para Desporto e Lazer - Educacao Infantil em 2023
300,220550,Mauricio Marcon,PL,RS,2020,Bancada,19,Ciencia e Tecnologia,452,Servicos Urbanos,7828379.85,5422098.25,Emenda bancada de Mauricio Marcon (PL/RS) para Ciencia e Tecnologia - Servicos Urbanos em 2020
301,74428,Mendonça Filho,UNIÃO,PE,2022,Comissao,16,Habitacao,451,Infraestrutura Urbana,6948986.63,4677980.98,Emenda comissao de Mendonça Filho (UNIÃO/PE) para Habitacao - Infraestrutura Urbana em 2022
302,204406,Pedro Westphalen,PP,RS,2022,Bancada,13,Cultura,244,Assistencia Comunitaria,2964736.12,1401025.77,Emenda bancada de Pedro Westphalen (PP/RS) para Cultura - Assistencia Comunitaria em 2022
303,220586,Rafael Brito,MDB,AL,2022,Bancada,26,Transporte,362,Ensino Medio,10603023.96,8303948.41,Emenda bancada de Rafael Brito (MDB/AL) para Transporte - Ensino Medio em 2022
304,220617,Murillo Gouvea,UNIÃO,RJ,2022,Individual,13,Cultura,512,Saneamento Basico Urbano,14023832.3,11291499.85,Emenda individual de Murillo Gouvea (UNIÃO/RJ) para Cultura - Saneamento Basico Urbano em 2022
305,204419,Glaustin da Fokus,PODE,GO,2024,Individual,12,Educacao,122,Administracao Geral,14704392.01,12834937.69,Emenda individual de Glaustin da Fokus (PODE/GO) para Educacao - Administracao Geral em 2024
306,160552,Danrlei de Deus Hinterholz,PSD,RS,2022,Comissao,26,Transporte,301,Atencao Basica,1277538.6,1209582.16,Emenda comissao de Danrlei de Deus Hinterholz (PSD/RS) para Transporte - Atencao Basica em 2022
307,204411,Filipe Barros,PL,PR,2021,Individual,11,Trabalho,512,Saneamento Basico Urbano,8124811.06,7743893.54,Emenda individual de Filipe Barros (PL/PR) para Trabalho - Saneamento Basico Urbano em 2021
308,74374,Geraldo Resende,PSDB,MS,2024,Bancada,06,Seguranca Publica,302,Assistencia Hospitalar,3665302.78,1229840.3,Emenda bancada de Geraldo Resende (PSDB/MS) para Seguranca Publica - Assistencia Hospitalar em 2024
309,233592,Paulo Lemos,PSOL,AP,2021,Individual,08,Assistencia Social,244,Assistencia Comunitaria,6258190.35,5020011.39,Emenda individual de Paulo Lemos (PSOL/AP) para Assistencia Social - Assistencia Comunitaria em 2021
310,220699,Castro Neto,PSD,PI,2021,Individual,15,Urbanismo,511,Saneamento Basico Rural,8300253.23,7888309.8,Emenda individual de Castro Neto (PSD/PI) para Urbanismo - Saneamento Basico Rural em 2021
311,229082,Lucyana Genésio,PDT,MA,2023,Bancada,15,Urbanismo,512,Saneamento Basico Urbano,11363074.79,5693713.23,Emenda bancada de Lucyana Genésio (PDT/MA) para Urbanismo - Saneamento Basico Urbano em 2023
312,229333,Gláucia Santiago,PL,MG,2020,Bancada,15,Urbanismo,301,Atencao Basica,3560080.97,2908872.97,Emenda bancada de Gláucia Santiago (PL/MG) para Urbanismo - Atencao Basica em 2020
313,220715,Amom Mandel,CIDADANIA,AM,2021,Comissao,06,Seguranca Publica,451,Infraestrutura Urbana,641463.75,567914.95,Emenda comissao de Amom Mandel (CIDADANIA/AM) para Seguranca Publica - Infraestrutura Urbana em 2021
314,220703,Neto Carletto,PP,BA,2022,Comissao,06,Seguranca Publica,181,Policiamento,238080.81,166078.82,Emenda comissao de Neto Carletto (PP/BA) para Seguranca Publica - Policiamento em 2022
315,205476,Charles Fernandes,PSD,BA,2023,Comissao,13,Cultura,364,Ensino Superior,8195177.2,5291943.02,Emenda comissao de Charles Fernandes (PSD/BA) para Cultura - Ensino Superior em 2023
316,220629,Dandara,PT,MG,2023,Individual,19,Ciencia e Tecnologia,782,Transporte Rodoviario,12151326.79,6458173.4,Emenda individual de Dandara (PT/MG) para Ciencia e Tecnologia - Transporte Rodoviario em 2023
317,227275,Mariana Carvalho,REPUBLICANOS,MA,2021,Individual,15,Urbanismo,364,Ensino Superior,5122971.47,2594872.04,Emenda individual de Mariana Carvalho (REPUBLICANOS/MA) para Urbanismo - Ensino Superior em 2021
318,204351,Dr. Luiz Ovando,PP,MS,2023,Bancada,06,Seguranca Publica,122,Administracao Geral,7777681.82,2805537.69,Emenda bancada de Dr. Luiz Ovando (PP/MS) para Seguranca Publica - Administracao Geral em 2023
319,204426,Carlos Veras,PT,PE,2023,Individual,06,Seguranca Publica,361,Ensino Fundamental,3795901.55,1831711.13,Emenda individual de Carlos Veras (PT/PE) para Seguranca Publica - Ensino Fundamental em 2023
320,171623,Fabio Reis,PSD,SE,2022,Comissao,27,Desporto e Lazer,511,Saneamento Basico Rural,4598993.01,3706870.09,Emenda comissao de Fabio Reis (PSD/SE) para Desporto e Lazer - Saneamento Basico Rural em 2022
321,160527,Aguinaldo Ribeiro,PP,PB,2022,Bancada,26,Transporte,244,Assistencia Comunitaria,1025652.54,392576.09,Emenda bancada de Aguinaldo Ribeiro (PP/PB) para Transporte - Assistencia Comunitaria em 2022
322,204539,Hercílio Coelho Diniz,MDB,MG,2024,Comissao,06,Seguranca Publica,451,Infraestrutura Urbana,13328241.07,11180911.27,Emenda comissao de Hercílio Coelho Diniz (MDB/MG) para Seguranca Publica - Infraestrutura Urbana em 2024
323,204376,Coronel Armando,PL,SC,2022,Bancada,15,Urbanismo,364,Ensino Superior,3365016.15,1324127.62,Emenda bancada de Coronel Armando (PL/SC) para Urbanismo - Ensino Superior em 2022
324,220625,Delegada Ione,AVANTE,MG,2024,Individual,27,Desporto e Lazer,181,Policiamento,10558916.83,9914377.55,Emenda individual de Delegada Ione (AVANTE/MG) para Desporto e Lazer - Policiamento em 2024
325,220630,Pedro Aihara,PRD,MG,2021,Bancada,04,Administracao,244,Assistencia Comunitaria,10237094.61,7340714.72,Emenda bancada de Pedro Aihara (PRD/MG) para Administracao - Assistencia Comunitaria em 2021
326,220548,Camila Jara,PT,MS,2024,Bancada,16,Habitacao,512,Saneamento Basico Urbano,1263730.56,878189.25,Emenda bancada de Camila Jara (PT/MS) para Habitacao - Saneamento Basico Urbano em 2024
327,220577,Augusto Puppio,MDB,AP,2024,Individual,19,Ciencia e Tecnologia,782,Transporte Rodoviario,8096236.36,3361363.1,Emenda individual de Augusto Puppio (MDB/AP) para Ciencia e Tecnologia - Transporte Rodoviario em 2024
328,74095,Pauderney Avelino,UNIÃO,AM,2021,Bancada,27,Desporto e Lazer,302,Assistencia Hospitalar,7383536.71,6860948.78,Emenda bancada de Pauderney Avelino (UNIÃO/AM) para Desporto e Lazer - Assistencia Hospitalar em 2021
329,204522,Marco Bertaiolli,PSD,SP,2023,Individual,04,Administracao,301,Atencao Basica,6289826.15,4369780.17,Emenda individual de Marco Bertaiolli (PSD/SP) para Administracao - Atencao Basica em 2023
330,233594,Rafael Fera,PODE,RO,2022,Bancada,27,Desporto e Lazer,244,Assistencia Comunitaria,5999635.78,5228786.12,Emenda bancada de Rafael Fera (PODE/RO) para Desporto e Lazer - Assistencia Comunitaria em 2022
331,161550,Emidinho Madeira,PL,MG,2020,Individual,20,Agricultura,302,Assistencia Hospitalar,10535734.68,7151808.97,Emenda individual de Emidinho Madeira (PL/MG) para Agricultura - Assistencia Hospitalar em 2020
332,160665,Augusto Coutinho,REPUBLICANOS,PE,2020,Individual,12,Educacao,512,Saneamento Basico Urbano,2781721.77,1098224.33,Emenda individual de Augusto Coutinho (REPUBLICANOS/PE) para Educacao - Saneamento Basico Urbano em 2020
333,220636,Luiz Marinho,PT,SP,2023,Comissao,13,Cultura,451,Infraestrutura Urbana,13610832.94,7662243.91,Emenda comissao de Luiz Marinho (PT/SP) para Cultura - Infraestrutura Urbana em 2023
334,229112,Pedro Jr,PL,TO,2022,Individual,06,Seguranca Publica,244,Assistencia Comunitaria,14893416.96,8565815.35,Emenda individual de Pedro Jr (PL/TO) para Seguranca Publica - Assistencia Comunitaria em 2022
335,220608,Cristiane Lopes,UNIÃO,RO,2020,Bancada,11,Trabalho,362,Ensino Medio,14679511.17,9161523.01,Emenda bancada de Cristiane Lopes (UNIÃO/RO) para Trabalho - Ensino Medio em 2020
336,229259,Pedro Tourinho,PT,SP,2023,Bancada,18,Gestao Ambiental,782,Transporte Rodoviario,3787929.37,2054238.85,Emenda bancada de Pedro Tourinho (PT/SP) para Gestao Ambiental - Transporte Rodoviario em 2023
337,204491,Gilberto Abramo,REPUBLICANOS,MG,2020,Individual,08,Assistencia Social,181,Policiamento,9936945.52,7258404.54,Emenda individual de Gilberto Abramo (REPUBLICANOS/MG) para Assistencia Social - Policiamento em 2020
338,220538,Albuquerque,REPUBLICANOS,RR,2020,Individual,08,Assistencia Social,362,Ensino Medio,600286.51,431275.5,Emenda individual de Albuquerque (REPUBLICANOS/RR) para Assistencia Social - Ensino Medio em 2020
339,123756,Antônia Lúcia,REPUBLICANOS,AC,2020,Individual,08,Assistencia Social,181,Policiamento,3591655.25,1623745.84,Emenda individual de Antônia Lúcia (REPUBLICANOS/AC) para Assistencia Social - Policiamento em 2020
340,160541,Arthur Lira,PP,AL,2022,Individual,06,Seguranca Publica,782,Transporte Rodoviario,13754315.79,9673097.18,Emenda individual de Arthur Lira (PP/AL) para Seguranca Publica - Transporte Rodoviario em 2022
341,220543,Ricardo Ayres,REPUBLICANOS,TO,2022,Individual,20,Agricultura,511,Saneamento Basico Rural,13156249.0,13024514.06,Emenda individual de Ricardo Ayres (REPUBLICANOS/TO) para Agricultura - Saneamento Basico Rural em 2022
342,171617,Paulão,PT,AL,2022,Individual,08,Assistencia Social,451,Infraestrutura Urbana,8395099.96,5995503.23,Emenda individual de Paulão (PT/AL) para Assistencia Social - Infraestrutura Urbana em 2022
343,143632,Domingos Neto,PSD,CE,2023,Individual,15,Urbanismo,244,Assistencia Comunitaria,798573.04,432100.19,Emenda individual de Domingos Neto (PSD/CE) para Urbanismo - Assistencia Comunitaria em 2023
344,220566,Lêda Borges,PSDB,GO,2022,Bancada,04,Administracao,782,Transporte Rodoviario,6183061.73,3152878.87,Emenda bancada de Lêda Borges (PSDB/GO) para Administracao - Transporte Rodoviario em 2022
345,221339,Dr. Benjamim,UNIÃO,MA,2023,Individual,04,Administracao,782,Transporte Rodoviario,3457633.77,3112834.61,Emenda individual de Dr. Benjamim (UNIÃO/MA) para Administracao - Transporte Rodoviario em 2023
346,220557,Daniela Reinehr,PL,SC,2020,Individual,04,Administracao,512,Saneamento Basico Urbano,14520014.21,10020272.42,Emenda individual de Daniela Reinehr (PL/SC) para Administracao - Saneamento Basico Urbano em 2020
347,220629,Dandara,PT,MG,2022,Individual,18,Gestao Ambiental,362,Ensino Medio,9735917.19,9205877.05,Emenda individual de Dandara (PT/MG) para Gestao Ambiental - Ensino Medio em 2022
348,208297,Katia Dias,PSC,MG,2021,Individual,12,Educacao,782,Transporte Rodoviario,5719802.83,4138155.02,Emenda individual de Katia Dias (PSC/MG) para Educacao - Transporte Rodoviario em 2021
349,220556,Ana Paula Lima,PT,SC,2021,Bancada,19,Ciencia e Tecnologia,302,Assistencia Hospitalar,8854996.96,6818483.72,Emenda bancada de Ana Paula Lima (PT/SC) para Ciencia e Tecnologia - Assistencia Hospitalar em 2021
350,198783,Emanuel Pinheiro Neto,MDB,MT,2022,Individual,27,Desporto e Lazer,362,Ensino Medio,13644012.99,6116139.49,Emenda individual de Emanuel Pinheiro Neto (MDB/MT) para Desporto e Lazer - Ensino Medio em 2022
351,212625,Dr. Gonçalo,PODE,MA,2023,Comissao,11,Trabalho,302,Assistencia Hospitalar,10464831.66,8294823.32,Emenda comissao de Dr. Gonçalo (PODE/MA) para Trabalho - Assistencia Hospitalar em 2023
352,220581,Luciano Amaral,PV,AL,2022,Bancada,08,Assistencia Social,782,Transporte Rodoviario,5771859.99,3887665.67,Emenda bancada de Luciano Amaral (PV/AL) para Assistencia Social - Transporte Rodoviario em 2022
353,66385,Julio Arcoverde,PP,PI,2022,Individual,26,Transporte,364,Ensino Superior,7509431.67,2771173.74,Emenda individual de Julio Arcoverde (PP/PI) para Transporte - Ensino Superior em 2022
354,220628,Mauricio do Vôlei,PL,MG,2022,Comissao,04,Administracao,452,Servicos Urbanos,5623503.33,3316467.38,Emenda comissao de Mauricio do Vôlei (PL/MG) para Administracao - Servicos Urbanos em 2022
355,204567,Raimundo Costa,PODE,BA,2021,Individual,19,Ciencia e Tecnologia,362,Ensino Medio,8344342.3,5914656.15,Emenda individual de Raimundo Costa (PODE/BA) para Ciencia e Tecnologia - Ensino Medio em 2021
356,220658,Luiz Gastão,PSD,CE,2021,Individual,26,Transporte,361,Ensino Fundamental,5759612.64,5087776.29,Emenda individual de Luiz Gastão (PSD/CE) para Transporte - Ensino Fundamental em 2021
357,204479,Nicoletti,UNIÃO,RR,2022,Individual,16,Habitacao,244,Assistencia Comunitaria,12341719.9,12052377.99,Emenda individual de Nicoletti (UNIÃO/RR) para Habitacao - Assistencia Comunitaria em 2022
358,204453,Natália Bonavides,PT,RN,2022,Individual,27,Desporto e Lazer,361,Ensino Fundamental,10832671.61,6952640.73,Emenda individual de Natália Bonavides (PT/RN) para Desporto e Lazer - Ensino Fundamental em 2022
359,204395,Pedro Lupion,REPUBLICANOS,PR,2024,Individual,15,Urbanismo,301,Atencao Basica,12715791.01,12227907.44,Emenda individual de Pedro Lupion (REPUBLICANOS/PR) para Urbanismo - Atencao Basica em 2024
360,123756,Antônia Lúcia,REPUBLICANOS,AC,2023,Individual,04,Administracao,301,Atencao Basica,9497454.55,3301102.07,Emenda individual de Antônia Lúcia (REPUBLICANOS/AC) para Administracao - Atencao Basica em 2023
361,220539,Defensor Stélio Dener,REPUBLICANOS,RR,2024,Individual,10,Saude,362,Ensino Medio,1000706.77,746937.55,Emenda individual de Defensor Stélio Dener (REPUBLICANOS/RR) para Saude - Ensino Medio em 2024
362,178985,Miguel Lombardi,PL,SP,2020,Individual,15,Urbanismo,512,Saneamento Basico Urbano,8319489.06,2564862.52,Emenda individual de Miguel Lombardi (PL/SP) para Urbanismo - Saneamento Basico Urbano em 2020
363,204492,Paulo Guedes,PT,MG,2024,Comissao,11,Trabalho,364,Ensino Superior,355424.7,308938.72,Emenda comissao de Paulo Guedes (PT/MG) para Trabalho - Ensino Superior em 2024
364,156190,Marcel van Hattem,NOVO,RS,2020,Comissao,04,Administracao,361,Ensino Fundamental,7913342.48,3708810.97,Emenda comissao de Marcel van Hattem (NOVO/RS) para Administracao - Ensino Fundamental em 2020
365,160517,Paulo Foletto,PSB,ES,2022,Individual,26,Transporte,452,Servicos Urbanos,6013756.7,3374536.03,Emenda individual de Paulo Foletto (PSB/ES) para Transporte - Servicos Urbanos em 2022
366,178954,Lucio Mosquini,MDB,RO,2021,Comissao,27,Desporto e Lazer,122,Administracao Geral,3465273.06,2698855.63,Emenda comissao de Lucio Mosquini (MDB/RO) para Desporto e Lazer - Administracao Geral em 2021
367,143942,Caio Vianna,PSD,RJ,2020,Individual,15,Urbanismo,452,Servicos Urbanos,5751033.93,3950333.49,Emenda individual de Caio Vianna (PSD/RJ) para Urbanismo - Servicos Urbanos em 2020
368,160541,Arthur Lira,PP,AL,2021,Individual,15,Urbanismo,301,Atencao Basica,12695413.94,9539779.25,Emenda individual de Arthur Lira (PP/AL) para Urbanismo - Atencao Basica em 2021
369,230957,João Cury,MDB,SP,2020,Comissao,20,Agricultura,452,Servicos Urbanos,13795368.01,6357409.77,Emenda comissao de João Cury (MDB/SP) para Agricultura - Servicos Urbanos em 2020
370,221378,Reginete Bispo,PT,RS,2020,Comissao,27,Desporto e Lazer,364,Ensino Superior,10297988.28,5110491.09,Emenda comissao de Reginete Bispo (PT/RS) para Desporto e Lazer - Ensino Superior em 2020
371,122158,Pedro Paulo,PSD,RJ,2020,Individual,20,Agricultura,244,Assistencia Comunitaria,12771371.24,3971394.11,Emenda individual de Pedro Paulo (PSD/RJ) para Agricultura - Assistencia Comunitaria em 2020
372,141421,Eduardo da Fonte,PP,PE,2023,Comissao,20,Agricultura,361,Ensino Fundamental,4559225.65,3167616.58,Emenda comissao de Eduardo da Fonte (PP/PE) para Agricultura - Ensino Fundamental em 2023
373,221378,Reginete Bispo,PT,RS,2023,Bancada,19,Ciencia e Tecnologia,452,Servicos Urbanos,8154380.22,4637333.65,Emenda bancada de Reginete Bispo (PT/RS) para Ciencia e Tecnologia - Servicos Urbanos em 2023
374,228941,Daniel José,PODE,SP,2020,Individual,04,Administracao,181,Policiamento,14617417.58,4934657.49,Emenda individual de Daniel José (PODE/SP) para Administracao - Policiamento em 2020
375,133810,Marcelo Moraes,PL,RS,2020,Individual,08,Assistencia Social,452,Servicos Urbanos,11558184.24,11192955.76,Emenda individual de Marcelo Moraes (PL/RS) para Assistencia Social - Servicos Urbanos em 2020
376,220581,Luciano Amaral,PV,AL,2020,Bancada,04,Administracao,365,Educacao Infantil,11774867.27,7246078.3,Emenda bancada de Luciano Amaral (PV/AL) para Administracao - Educacao Infantil em 2020
377,204482,Euclydes Pettersen,REPUBLICANOS,MG,2023,Individual,13,Cultura,782,Transporte Rodoviario,10227453.39,7798129.82,Emenda individual de Euclydes Pettersen (REPUBLICANOS/MG) para Cultura - Transporte Rodoviario em 2023
378,229069,Capitão Samuel,PP,SE,2022,Bancada,04,Administracao,122,Administracao Geral,10725317.14,3833513.71,Emenda bancada de Capitão Samuel (PP/SE) para Administracao - Administracao Geral em 2022
379,220561,Delegada Katarina,PSD,SE,2021,Bancada,18,Gestao Ambiental,181,Policiamento,4818505.61,1804943.02,Emenda bancada de Delegada Katarina (PSD/SE) para Gestao Ambiental - Policiamento em 2021
380,204528,Adriana Ventura,NOVO,SP,2022,Bancada,26,Transporte,512,Saneamento Basico Urbano,1623248.07,586167.97,Emenda bancada de Adriana Ventura (NOVO/SP) para Transporte - Saneamento Basico Urbano em 2022
381,179000,Marcelo Álvaro Antônio,PL,MG,2024,Individual,27,Desporto e Lazer,782,Transporte Rodoviario,1639064.62,594543.14,Emenda individual de Marcelo Álvaro Antônio (PL/MG) para Desporto e Lazer - Transporte Rodoviario em 2024
382,204390,Professor Alcides,PL,GO,2024,Bancada,12,Educacao,122,Administracao Geral,12969400.84,4002855.52,Emenda bancada de Professor Alcides (PL/GO) para Educacao - Administracao Geral em 2024
383,204485,Luiz Carlos Motta,PL,SP,2020,Bancada,18,Gestao Ambiental,511,Saneamento Basico Rural,8437094.53,8394159.34,Emenda bancada de Luiz Carlos Motta (PL/SP) para Gestao Ambiental - Saneamento Basico Rural em 2020
